WT_1,WT_2,WT_3,WT_4,WT_5,WT_6,WT_7,WT_8,WT_9,WT_10,WT_11,WT_12,WT_13,WT_14,WT_15,WT_16,WT_17,WT_18,WT_19,WT_20,WT_21,WT_22,WT_23,WT_24,WT_25,WT_26,WT_27,WT_28,WT_29,WT_30,WT_31,WT_32,ZS,longitude,latitude,BLD_HEIGHT,X,Y
-0.002530000000000,-0.002530000000000,-0.025120000000000,-0.110650000000000,-0.042920000000000,-0.061200000000000,-0.008670000000000,0.007810000000000,0.055100000000000,0.016940000000000,0.011040000000000,0.009580000000000,0.000060000000000,-0.021500000000000,-0.019370000000000,0.015240000000000,0.012950000000000,-0.000210000000000,-0.072100000000000,0.048570000000000,-0.095260000000000,-0.014960000000000,0.204310000000000,0.191240000000000,0.155810000000000,0.085130000000000,0.044400000000000,-0.023540000000000,-0.027390000000000,0.004340000000000,0.004920000000000,"0",36.092289999999998,2.223360000000000,48.920259999999999,999.000000000000000,643085.559,6869199.063
-0.001480000000000,-0.001480000000000,-0.011060000000000,-0.019850000000000,-0.038380000000000,-0.017480000000000,0.010740000000000,-0.008610000000000,0.053490000000000,0.014780000000000,0.017530000000000,0.012920000000000,0.006750000000000,-0.017050000000000,-0.015770000000000,0.029250000000000,0.020490000000000,0.001080000000000,-0.085410000000000,0.026160000000000,-0.069380000000000,-0.004700000000000,0.159760000000000,0.165410000000000,0.116540000000000,0.083220000000000,0.049850000000000,-0.015870000000000,-0.016080000000000,0.004910000000000,0.002660000000000,"0",36.694769999999998,2.231910000000000,48.920259999999999,999.000000000000000,643712.108,6869192.934
-0.000430000000000,-0.000430000000000,0.002810000000000,0.070950000000000,-0.033840000000000,0.026230000000000,0.030150000000000,-0.025020000000000,0.051880000000000,0.012520000000000,0.002230000000000,0.024930000000000,-0.002000000000000,-0.013090000000000,0.010240000000000,0.016690000000000,-0.010220000000000,-0.025360000000000,-0.069390000000000,0.003750000000000,-0.043500000000000,0.005550000000000,0.115220000000000,0.139570000000000,0.077270000000000,0.081310000000000,0.055310000000000,-0.008200000000000,-0.004730000000000,0.005410000000000,0.000450000000000,"0",37.066870000000002,2.240450000000000,48.920250000000003,999.000000000000000,644337.914,6869185.768
0.004320000000000,0.004320000000000,0.017040000000000,0.012680000000000,-0.033940000000000,-0.030720000000000,-0.009330000000000,-0.019220000000000,0.049420000000000,0.012640000000000,-0.000960000000000,0.023680000000000,0.015290000000000,-0.018820000000000,0.002090000000000,0.005300000000000,-0.034740000000000,-0.030060000000000,-0.030140000000000,-0.008750000000000,-0.017200000000000,-0.072300000000000,0.036510000000000,-0.011890000000000,0.026830000000000,0.072460000000000,0.040380000000000,0.000070000000000,-0.004720000000000,0.010400000000000,-0.000360000000000,"0",36.838149999999999,2.249000000000000,48.920250000000003,999.000000000000000,644964.465,6869179.775
0.009640000000000,0.009640000000000,0.012020000000000,0.042340000000000,-0.032140000000000,-0.006020000000000,-0.017280000000000,-0.032410000000000,0.026350000000000,0.001880000000000,0.000140000000000,0.038520000000000,0.012360000000000,-0.006700000000000,0.017220000000000,0.000290000000000,-0.029340000000000,-0.021480000000000,-0.020110000000000,-0.018620000000000,-0.062960000000000,-0.183710000000000,-0.149080000000000,-0.105190000000000,-0.036980000000000,0.019400000000000,0.023550000000000,0.005790000000000,-0.003920000000000,0.009920000000000,0.000030000000000,"0",36.072060000000000,2.257540000000000,48.920250000000003,999.000000000000000,645590.283,6869173.857
0.013180000000000,0.013180000000000,-0.007350000000000,-0.031200000000000,-0.025320000000000,-0.021940000000000,-0.042960000000000,-0.028930000000000,-0.010840000000000,-0.018140000000000,-0.020800000000000,0.022860000000000,0.002210000000000,-0.008760000000000,0.029770000000000,-0.005250000000000,-0.030140000000000,-0.019590000000000,-0.032910000000000,-0.017510000000000,-0.038980000000000,-0.138370000000000,-0.175960000000000,-0.121620000000000,-0.058880000000000,-0.053030000000000,-0.033120000000000,0.019520000000000,0.003680000000000,0.013610000000000,-0.002530000000000,"0",35.054440000000000,2.266090000000000,48.920240000000000,999.000000000000000,646216.824,6869166.887
0.016980000000000,0.016980000000000,0.041630000000000,0.057270000000000,-0.002460000000000,0.017400000000000,-0.036970000000000,-0.050340000000000,-0.048730000000000,-0.066180000000000,0.006050000000000,0.004530000000000,0.003560000000000,-0.035810000000000,0.013620000000000,-0.007120000000000,-0.041190000000000,-0.023050000000000,-0.021720000000000,-0.032060000000000,-0.006900000000000,-0.057300000000000,-0.184100000000000,-0.097830000000000,-0.130200000000000,-0.139380000000000,-0.097430000000000,-0.001660000000000,0.008520000000000,0.018400000000000,-0.008490000000000,"0",34.064230000000002,2.274630000000000,48.920240000000000,999.000000000000000,646842.644,6869161.104
0.009270000000000,0.009270000000000,-0.010090000000000,0.028960000000000,0.044160000000000,0.011000000000000,-0.049770000000000,-0.048920000000000,-0.043320000000000,-0.060200000000000,0.027660000000000,-0.004220000000000,0.000210000000000,0.004420000000000,0.034750000000000,-0.009820000000000,-0.028500000000000,-0.013490000000000,-0.016110000000000,-0.038540000000000,0.021800000000000,-0.002790000000000,-0.134190000000000,-0.069050000000000,-0.103310000000000,-0.151320000000000,-0.105560000000000,-0.009240000000000,0.004480000000000,0.022680000000000,-0.008490000000000,"0",33.284170000000003,2.283180000000000,48.920229999999997,999.000000000000000,647469.187,6869154.270
0.003590000000000,0.003590000000000,0.020880000000000,0.002310000000000,-0.028200000000000,0.002810000000000,-0.048590000000000,-0.025310000000000,0.018610000000000,-0.012810000000000,0.002870000000000,-0.008600000000000,-0.011090000000000,-0.035300000000000,-0.000270000000000,-0.010930000000000,-0.037080000000000,-0.022350000000000,-0.018800000000000,-0.050240000000000,0.054010000000000,0.060990000000000,0.029640000000000,0.051990000000000,-0.056210000000000,-0.163620000000000,-0.132320000000000,-0.010990000000000,-0.002260000000000,0.022330000000000,-0.000800000000000,"0",32.424300000000002,2.291720000000000,48.920229999999997,999.000000000000000,648095.008,6869148.623
0.003530000000000,0.003530000000000,-0.046400000000000,0.021990000000000,0.006610000000000,-0.016760000000000,-0.041540000000000,-0.029840000000000,0.011450000000000,0.001510000000000,0.001360000000000,-0.024530000000000,0.016330000000000,0.076470000000000,0.059670000000000,-0.027480000000000,-0.038190000000000,-0.013450000000000,-0.016470000000000,-0.081510000000000,0.052380000000000,0.101420000000000,0.122680000000000,0.150610000000000,0.043740000000000,-0.106220000000000,-0.105390000000000,-0.021470000000000,-0.024710000000000,0.016580000000000,0.016570000000000,"0",31.688490000000002,2.300270000000000,48.920220000000000,999.000000000000000,648721.553,6869141.924
