UT_1,UT_2,UT_3,UT_4,UT_5,UT_6,UT_7,UT_8,UT_9,UT_10,UT_11,UT_12,UT_13,UT_14,UT_15,UT_16,UT_17,UT_18,UT_19,UT_20,UT_21,UT_22,UT_23,UT_24,UT_25,UT_26,UT_27,UT_28,UT_29,UT_30,UT_31,UT_32,ZS,longitude,latitude,BLD_HEIGHT,X,Y,MNT
-1.66963,-1.66963,-2.96807,-5.1472,-6.43776,-5.55424,-4.60366,-3.60215,-2.34832,-1.17889,0.71425,2.52235,2.56341,2.84126,4.52483,5.55861,3.23275,0.93843,1.10899,-0.57941,-1.521,-1.72468,-2.03178,-2.38548,-3.225,-4.20388,-4.83704,-5.07625,-5.32461,-5.06519,-3.88717,-3.88717,46.81231,2.34711,48.86402,19.43111,652102.385,6862863.377,33.79
