UT_1,UT_2,UT_3,UT_4,UT_5,UT_6,UT_7,UT_8,UT_9,UT_10,UT_11,UT_12,UT_13,UT_14,UT_15,UT_16,UT_17,UT_18,UT_19,UT_20,UT_21,UT_22,UT_23,UT_24,UT_25,UT_26,UT_27,UT_28,UT_29,UT_30,UT_31,UT_32,ZS,longitude,latitude,BLD_HEIGHT,X,Y
-1.807860000000000,-1.807860000000000,-3.129140000000000,-5.389200000000000,-6.622000000000000,-5.202700000000000,-4.053830000000000,-3.073030000000000,-2.106570000000000,-0.923860000000000,0.880260000000000,2.719120000000000,2.571870000000000,3.098050000000000,5.057020000000000,5.793140000000000,3.346780000000000,1.093130000000000,1.260690000000000,-0.815920000000000,-1.258230000000000,-1.850690000000000,-1.988460000000000,-2.362530000000000,-3.195720000000000,-4.182970000000000,-4.747240000000000,-4.826420000000000,-5.252010000000000,-5.141690000000000,-3.845210000000000,-3.909060000000000,39.503290000000000,2.389990000000000,48.920110000000001,999.000000000000000,655296.286,6869075.163
-1.853100000000000,-1.853100000000000,-3.124000000000000,-5.813860000000000,-6.511320000000000,-5.161210000000000,-3.986170000000000,-3.020000000000000,-2.051810000000000,-0.912720000000000,0.864220000000000,2.773310000000000,2.596420000000000,3.051560000000000,5.074430000000000,5.805370000000000,3.335230000000000,1.185820000000000,1.167050000000000,-0.794760000000000,-1.237170000000000,-1.762410000000000,-2.013240000000000,-2.369250000000000,-3.160770000000000,-4.181570000000000,-4.749550000000000,-4.840960000000000,-5.266390000000000,-5.157240000000000,-3.850770000000000,-3.914720000000000,40.244689999999999,2.398540000000000,48.920099999999998,999.000000000000000,655922.840,6869069.245
-1.903330000000000,-1.903330000000000,-3.340700000000000,-5.717540000000000,-6.614950000000000,-5.091810000000000,-3.964900000000000,-3.007580000000000,-2.037970000000000,-0.936070000000000,0.820610000000000,2.794430000000000,2.700650000000000,3.035950000000000,5.045310000000000,5.825170000000000,3.329570000000000,1.219820000000000,1.173240000000000,-0.808830000000000,-1.321820000000000,-1.785010000000000,-1.945390000000000,-2.355510000000000,-3.179480000000000,-4.153800000000000,-4.722310000000000,-4.841290000000000,-5.275460000000000,-5.176870000000000,-3.856460000000000,-3.920550000000000,41.162160000000000,2.407080000000000,48.920079999999999,999.000000000000000,656548.653,6869062.288
-1.940980000000000,-1.940980000000000,-3.253550000000000,-5.886970000000000,-6.369370000000000,-5.057790000000000,-3.912890000000000,-2.975900000000000,-1.970170000000000,-0.920510000000000,0.738160000000000,2.773490000000000,2.732190000000000,3.051870000000000,5.054420000000000,5.850180000000000,3.367140000000000,1.180040000000000,1.178010000000000,-0.826720000000000,-1.407560000000000,-1.829970000000000,-1.887310000000000,-2.347240000000000,-3.150190000000000,-4.148510000000000,-4.705650000000000,-4.830470000000000,-5.287190000000000,-5.194160000000000,-3.861620000000000,-3.925850000000000,42.355310000000003,2.415630000000000,48.920070000000003,999.000000000000000,657175.209,6869056.505
-2.050080000000000,-2.050080000000000,-3.485850000000000,-5.868480000000000,-6.440360000000000,-5.000650000000000,-3.839510000000000,-2.935100000000000,-1.886170000000000,-0.881910000000000,0.767750000000000,2.725780000000000,2.756940000000000,3.058530000000000,5.087480000000000,5.902190000000000,3.378940000000000,1.135630000000000,1.182840000000000,-0.859040000000000,-1.436360000000000,-1.888110000000000,-1.877890000000000,-2.340600000000000,-3.126560000000000,-4.126920000000000,-4.686080000000000,-4.818450000000000,-5.288800000000000,-5.209870000000000,-3.868670000000000,-3.933070000000000,43.928770000000000,2.424170000000000,48.920050000000003,999.000000000000000,657801.024,6869049.683
-2.215070000000000,-2.215070000000000,-3.516370000000000,-6.098590000000000,-6.346850000000000,-5.001300000000000,-3.794880000000000,-2.905100000000000,-1.810640000000000,-0.817640000000000,0.840180000000000,2.761810000000000,2.721610000000000,3.038720000000000,5.165550000000000,5.922950000000000,3.363360000000000,1.095850000000000,1.238870000000000,-0.870800000000000,-1.458620000000000,-1.948690000000000,-1.898750000000000,-2.348950000000000,-3.110830000000000,-4.102180000000000,-4.667280000000000,-4.801290000000000,-5.284580000000000,-5.216340000000000,-3.879140000000000,-3.943720000000000,45.643419999999999,2.432720000000000,48.920040000000000,999.000000000000000,658427.581,6869044.036
0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,37.875290000000000,2.219090000000000,48.914639999999999,999.000000000000000,642766.471,6868577.229
-2.449690000000000,-2.449690000000000,-2.447280000000000,-5.387080000000000,-6.260900000000000,-5.722540000000000,-4.567730000000000,-3.183290000000000,-2.123540000000000,-0.772400000000000,0.900800000000000,2.392470000000000,2.425460000000000,3.441920000000000,4.859330000000000,5.519550000000000,3.561770000000000,0.845390000000000,1.198800000000000,-0.545770000000000,-1.486710000000000,-1.494770000000000,-1.816290000000000,-2.478710000000000,-3.221550000000000,-4.164250000000000,-4.595670000000000,-4.606430000000000,-5.028700000000000,-4.937380000000000,-3.720850000000000,-3.720850000000000,38.538960000000003,2.227630000000000,48.914639999999999,6.828330000000000,643392.354,6868571.073
-2.232960000000000,-2.232960000000000,-2.287770000000000,-5.761000000000000,-6.218870000000000,-5.734560000000000,-4.619100000000000,-3.199320000000000,-2.126910000000000,-0.773470000000000,0.893070000000000,2.414090000000000,2.463090000000000,3.462560000000000,4.825090000000000,5.525960000000000,3.571300000000000,0.860160000000000,1.167770000000000,-0.562960000000000,-1.499230000000000,-1.564230000000000,-1.801460000000000,-2.488820000000000,-3.195750000000000,-4.169110000000000,-4.588050000000000,-4.588900000000000,-5.046370000000000,-4.956210000000000,-3.728050000000000,-3.728050000000000,39.878900000000002,2.236180000000000,48.914639999999999,6.555000000000000,644018.971,6868564.977
-2.263260000000000,-2.263260000000000,-2.394830000000000,-5.692990000000000,-6.402420000000000,-5.681460000000000,-4.607830000000000,-3.244520000000000,-2.114200000000000,-0.723330000000000,0.835870000000000,2.476130000000000,2.460600000000000,3.401760000000000,4.821910000000000,5.542670000000000,3.575030000000000,0.844430000000000,1.144890000000000,-0.579730000000000,-1.506920000000000,-1.574170000000000,-1.828800000000000,-2.460250000000000,-3.194700000000000,-4.200600000000000,-4.589400000000000,-4.584890000000000,-5.047940000000000,-4.973150000000000,-3.736430000000000,-3.736430000000000,40.996099999999998,2.244720000000000,48.914639999999999,7.451670000000000,644644.856,6868558.956
-2.261630000000000,-2.261630000000000,-2.330350000000000,-5.708930000000000,-6.332840000000000,-5.764220000000000,-4.662920000000000,-3.309360000000000,-2.069550000000000,-0.653660000000000,0.774470000000000,2.498610000000000,2.494270000000000,3.362210000000000,4.814270000000000,5.568680000000000,3.561100000000000,0.827910000000000,1.132040000000000,-0.604500000000000,-1.434400000000000,-1.606720000000000,-1.809530000000000,-2.479960000000000,-3.238290000000000,-4.227320000000000,-4.599390000000000,-4.593080000000000,-5.056020000000000,-4.984010000000000,-3.744930000000000,-3.744930000000000,40.853569999999998,2.253260000000000,48.914630000000002,9.227499999999999,645270.731,6868551.892
-2.323260000000000,-2.323260000000000,-2.230730000000000,-5.642960000000000,-6.434930000000000,-5.768390000000000,-4.647130000000000,-3.407640000000000,-2.050860000000000,-0.610000000000000,0.677800000000000,2.555410000000000,2.492410000000000,3.323030000000000,4.831060000000000,5.583890000000000,3.544910000000000,0.835410000000000,1.097980000000000,-0.598970000000000,-1.327410000000000,-1.630070000000000,-1.835430000000000,-2.498450000000000,-3.304020000000000,-4.252090000000000,-4.601230000000000,-4.605630000000000,-5.063290000000000,-4.995940000000000,-3.752230000000000,-3.752230000000000,39.940260000000002,2.261810000000000,48.914630000000002,9.150000000000000,645897.350,6868545.999
-1.914560000000000,-1.914560000000000,-2.080200000000000,-5.555680000000000,-6.369590000000000,-5.835040000000000,-4.696670000000000,-3.419910000000000,-2.030480000000000,-0.563650000000000,0.572030000000000,2.589990000000000,2.486340000000000,3.291730000000000,4.857960000000000,5.597500000000000,3.529920000000000,0.844450000000000,1.067130000000000,-0.597230000000000,-1.274490000000000,-1.619420000000000,-1.827180000000000,-2.505520000000000,-3.338430000000000,-4.284180000000000,-4.626250000000000,-4.627390000000000,-5.066520000000000,-4.998900000000000,-3.764310000000000,-3.764310000000000,37.222239999999999,2.270350000000000,48.914619999999999,10.527500000000000,646523.226,6868539.070
-2.196070000000000,-2.196070000000000,-1.595320000000000,-5.469110000000000,-6.414460000000000,-5.725300000000000,-4.638060000000000,-3.363040000000000,-1.990850000000000,-0.748230000000000,0.584410000000000,2.581960000000000,2.540090000000000,3.265230000000000,4.867550000000000,5.627420000000000,3.511310000000000,0.842420000000000,1.080560000000000,-0.602350000000000,-1.294390000000000,-1.546280000000000,-1.839760000000000,-2.465360000000000,-3.359550000000000,-4.306380000000000,-4.666990000000000,-4.673270000000000,-5.066650000000000,-4.985270000000000,-3.786330000000000,-3.786330000000000,33.663469999999997,2.278900000000000,48.914619999999999,9.008330000000001,647149.847,6868533.313
-1.941420000000000,-1.941420000000000,-1.860630000000000,-5.438320000000000,-6.266640000000000,-5.612060000000000,-4.544630000000000,-3.254720000000000,-1.996170000000000,-0.983210000000000,0.684380000000000,2.565890000000000,2.524040000000000,3.258960000000000,4.924020000000000,5.643460000000000,3.505160000000000,0.830410000000000,1.126090000000000,-0.603520000000000,-1.342080000000000,-1.463520000000000,-1.866290000000000,-2.415520000000000,-3.355550000000000,-4.318490000000000,-4.698000000000000,-4.721810000000000,-5.072960000000000,-4.962620000000000,-3.811480000000000,-3.811480000000000,32.637500000000003,2.287440000000000,48.914610000000003,10.199999999999999,647775.725,6868526.519
-2.354970000000000,-2.354970000000000,-1.345780000000000,-5.467020000000000,-6.303440000000000,-5.519690000000000,-4.573830000000000,-3.250430000000000,-1.962330000000000,-1.008910000000000,0.741920000000000,2.569310000000000,2.568230000000000,3.236540000000000,4.927850000000000,5.671560000000000,3.498080000000000,0.853330000000000,1.176890000000000,-0.640240000000000,-1.401360000000000,-1.416060000000000,-1.874420000000000,-2.358440000000000,-3.311690000000000,-4.319240000000000,-4.733240000000000,-4.760470000000000,-5.087530000000000,-4.946210000000000,-3.828570000000000,-3.828570000000000,31.183119999999999,2.295980000000000,48.914610000000003,10.093330000000000,648401.614,6868520.905
-1.926230000000000,-1.926230000000000,-2.314750000000000,-5.358830000000000,-6.258940000000000,-5.559940000000000,-4.524140000000000,-3.270960000000000,-1.992090000000000,-0.997400000000000,0.835440000000000,2.515850000000000,2.468750000000000,3.242800000000000,4.999450000000000,5.684750000000000,3.482610000000000,0.910970000000000,1.222120000000000,-0.692990000000000,-1.459590000000000,-1.384450000000000,-1.906330000000000,-2.322390000000000,-3.245530000000000,-4.293420000000000,-4.752480000000000,-4.774430000000000,-5.123610000000000,-4.954030000000000,-3.826140000000000,-3.826140000000000,30.169160000000002,2.304530000000000,48.914600000000000,10.734999999999999,649028.227,6868514.240
-1.958250000000000,-1.958250000000000,-2.515710000000000,-5.436280000000000,-6.235030000000000,-5.446030000000000,-4.477190000000000,-3.248100000000000,-1.998920000000000,-0.904000000000000,0.790580000000000,2.550610000000000,2.536840000000000,3.204510000000000,4.967710000000000,5.688390000000000,3.500340000000000,0.958860000000000,1.259470000000000,-0.738860000000000,-1.474700000000000,-1.403850000000000,-1.960070000000000,-2.344320000000000,-3.174830000000000,-4.243230000000000,-4.740590000000000,-4.758010000000000,-5.166430000000000,-5.001500000000000,-3.799170000000000,-3.799170000000000,29.567049999999998,2.313070000000000,48.914589999999997,9.796670000000001,649654.107,6868507.649
-1.781810000000000,-1.781810000000000,-3.393950000000000,-5.508520000000000,-6.262430000000000,-5.459290000000000,-4.333640000000000,-3.153100000000000,-1.999680000000000,-0.860910000000000,0.765490000000000,2.495000000000000,2.436910000000000,3.236310000000000,5.013160000000000,5.700470000000000,3.510360000000000,0.981570000000000,1.251060000000000,-0.750880000000000,-1.473000000000000,-1.477150000000000,-2.044910000000000,-2.358350000000000,-3.123320000000000,-4.174010000000000,-4.724620000000000,-4.732720000000000,-5.178200000000000,-5.039820000000000,-3.791410000000000,-3.791410000000000,31.585709999999999,2.321620000000000,48.914580000000001,9.945000000000000,650280.722,6868501.120
-2.160180000000000,-2.160180000000000,-3.097930000000000,-5.727470000000000,-6.294890000000000,-5.285200000000000,-4.241030000000000,-3.087290000000000,-1.971060000000000,-0.740960000000000,0.675400000000000,2.552160000000000,2.553530000000000,3.134970000000000,4.986660000000000,5.692340000000000,3.554130000000000,0.957160000000000,1.217150000000000,-0.734340000000000,-1.448820000000000,-1.575370000000000,-2.096760000000000,-2.334630000000000,-3.114200000000000,-4.144130000000000,-4.714320000000000,-4.725650000000000,-5.177750000000000,-5.058270000000000,-3.796510000000000,-3.796510000000000,37.363799999999998,2.330160000000000,48.914569999999998,8.925000000000001,650906.604,6868494.664
-2.134350000000000,-2.134350000000000,-3.454070000000000,-5.566740000000000,-6.367590000000000,-5.279450000000000,-4.200630000000000,-3.059030000000000,-1.968560000000000,-0.697590000000000,0.642200000000000,2.541030000000000,2.437880000000000,3.243030000000000,4.988240000000000,5.733620000000000,3.555350000000000,0.897100000000000,1.206970000000000,-0.694520000000000,-1.489290000000000,-1.596090000000000,-2.082030000000000,-2.338940000000000,-3.117060000000000,-4.160390000000000,-4.733820000000000,-4.742000000000000,-5.164280000000000,-5.067760000000000,-3.808810000000000,-3.808810000000000,37.613309999999998,2.338710000000000,48.914569999999998,7.137500000000000,651533.229,6868489.382
